Type,Head_Size,Teeth_Size,Dinosaur_Length,Weight,Gender,Class
TREX,1.33,19.62,11.08,5775.94,Female,1
Spinosaurus,1.4,13.35,10.77,11340.72,Female,2
Triceratops,2.13,14.01,7.85,7685.46,Male,3
TREX,1.45,16.92,10.89,5817.87,Male,1
TREX,1.44,23.21,10.61,6770.87,Female,1
TREX,1.67,21.76,12.76,6202.79,Female,1
Triceratops,1.9,12.02,6.72,7796.76,Female,3
TREX,1.57,18.39,10.47,6834.54,Female,1
TREX,1.69,17.42,11.53,6247.44,Female,1
Spinosaurus,1.58,14.93,13.47,7380.31,Female,2
TREX,1.43,18.04,12.21,5744.34,Female,1
Spinosaurus,1.38,14.86,14.15,8807.9,Female,2
Triceratops,2.08,19.9,7.66,8665.27,Male,3
Spinosaurus,1.6,13.12,14.39,8351.59,Male,2
Triceratops,2.03,22.38,8.36,7298.76,Male,3
TREX,1.64,21.49,10.44,7267.63,Female,1
TREX,1.5,18.38,10.82,6531.88,Male,1
TREX,1.5,19.6,10.97,7646.9,Male,1
TREX,1.62,22.1,9.51,5825.29,Female,1
Triceratops,2.3,17.02,7.05,8118.78,Male,3
Triceratops,1.94,17.55,8.12,7655.15,Female,3
Spinosaurus,1.49,10.9,12.17,9887.31,Female,2
Spinosaurus,1.47,20.01,13.3,8708.67,Male,2
TREX,1.48,24.89,11.77,6610.0,Male,1
Spinosaurus,1.52,14.68,14.45,8327.78,Female,2
TREX,1.43,17.05,10.24,4835.41,Male,1
Spinosaurus,1.55,15.15,14.27,7883.08,Female,2
Spinosaurus,1.5,16.03,13.96,8201.48,Male,2
Spinosaurus,1.52,13.97,14.83,9595.16,Female,2
TREX,1.48,19.09,14.12,6616.79,Male,1
TREX,1.71,17.84,11.03,7517.42,Male,1
Triceratops,1.91,19.27,8.33,8276.7,Female,3
TREX,1.6,18.25,10.93,5968.61,Female,1
Triceratops,1.96,18.76,7.58,7705.2,Female,3
TREX,1.57,21.48,10.59,7336.78,Male,1
TREX,1.61,18.59,9.66,6758.92,Male,1
Triceratops,1.82,20.48,7.49,9226.61,Male,3
Spinosaurus,1.43,14.03,13.23,8895.18,Female,2
TREX,1.57,24.09,11.69,6384.93,Female,1
TREX,1.57,17.02,10.98,6919.45,Female,1
TREX,1.41,19.09,10.55,6036.13,Female,1
TREX,1.35,25.77,11.4,7667.16,Male,1
Spinosaurus,1.56,16.39,13.56,9244.45,Male,2
Spinosaurus,1.47,19.44,11.43,8448.47,Male,2
TREX,1.42,14.33,13.37,7110.47,Female,1
Spinosaurus,1.46,16.64,14.36,7465.82,Female,2
TREX,1.6,19.52,11.82,7052.29,Female,1
Spinosaurus,1.47,15.7,13.31,10669.38,Male,2
Spinosaurus,1.41,14.95,11.2,9144.05,Female,2
TREX,1.71,19.0,10.97,6705.42,Female,1
TREX,1.56,12.54,12.29,6309.56,Female,1
Triceratops,2.07,18.54,7.22,7463.91,Male,3
TREX,1.71,13.77,12.0,7417.05,Male,1
TREX,1.6,18.8,10.36,6834.72,Male,1
Triceratops,2.01,16.37,6.89,7469.71,Female,3
Triceratops,2.03,21.64,8.31,6967.59,Male,3
Spinosaurus,1.47,15.88,12.81,10476.11,Male,2
Triceratops,1.99,18.4,9.99,7314.96,Male,3
Triceratops,1.99,18.41,7.47,7809.36,Male,3
TREX,1.37,14.62,11.72,6646.02,Female,1
Triceratops,2.06,14.85,9.09,6746.46,Male,3
Spinosaurus,1.59,17.54,14.95,9041.08,Female,2
Triceratops,1.95,20.79,8.31,7246.89,Female,3
Spinosaurus,1.55,16.73,10.06,8736.17,Male,2
Triceratops,1.92,20.62,9.2,7763.69,Male,3
Triceratops,1.98,17.01,6.87,7291.37,Male,3
TREX,1.49,23.52,9.6,6539.56,Male,1
TREX,1.36,19.34,10.41,6203.84,Male,1
TREX,1.44,20.98,10.49,6927.98,Male,1
Triceratops,1.91,14.75,8.03,6783.92,Male,3
Triceratops,2.05,21.02,7.79,7096.39,Male,3
Triceratops,1.92,21.58,8.1,8458.07,Female,3
Spinosaurus,1.34,17.17,10.49,7882.11,Male,2
Spinosaurus,1.54,11.32,12.6,9056.18,Female,2
Spinosaurus,1.45,16.85,12.61,9204.0,Male,2
TREX,1.54,21.74,11.46,6716.54,Female,1
Triceratops,2.08,12.49,8.45,7787.67,Male,3
Spinosaurus,1.32,16.66,11.64,9507.93,Female,2
TREX,1.46,25.86,10.4,6846.16,Female,1
TREX,1.48,18.36,11.67,6565.06,Male,1
Spinosaurus,1.5,20.36,12.38,9174.37,Male,2
Spinosaurus,1.37,16.16,14.05,9898.63,Female,2
Triceratops,1.98,20.38,6.33,8349.27,Female,3
Spinosaurus,1.53,13.75,13.02,7841.21,Male,2
Triceratops,2.07,20.76,8.01,6283.87,Female,3
TREX,1.53,22.14,10.6,7050.57,Male,1
TREX,1.64,19.38,13.79,7861.07,Female,1
TREX,1.35,22.22,12.12,5771.84,Male,1
Triceratops,2.03,19.09,9.27,7859.9,Male,3
TREX,1.63,18.21,10.99,7377.64,Female,1
Spinosaurus,1.38,16.53,12.59,9041.68,Male,2
Triceratops,1.94,22.35,7.36,7539.55,Male,3
TREX,1.45,19.83,10.36,5210.72,Female,1
Triceratops,2.07,20.36,6.41,7351.59,Male,3
Spinosaurus,1.45,14.26,14.45,8306.3,Male,2
Triceratops,2.0,17.5,8.51,9206.88,Male,3
Spinosaurus,1.44,16.3,13.61,8718.71,Male,2
TREX,1.45,15.95,10.27,6039.77,Female,1
Triceratops,1.91,19.34,6.58,6766.73,Male,3
Triceratops,2.02,22.16,9.24,7834.27,Male,3
Triceratops,2.22,14.66,7.89,7383.94,Female,3
Triceratops,2.05,16.89,6.68,6268.21,Female,3
TREX,1.4,21.53,11.86,5908.73,Male,1
Triceratops,2.05,16.99,6.57,6865.92,Male,3
TREX,1.44,23.59,12.33,6658.71,Male,1
Spinosaurus,1.52,10.08,13.59,10975.71,Male,2
Triceratops,2.02,19.62,7.54,7692.14,Male,3
TREX,1.51,21.81,12.37,7262.63,Male,1
TREX,1.4,19.65,11.96,5965.65,Female,1
TREX,1.39,17.24,11.54,6291.81,Male,1
TREX,1.46,19.52,10.33,6631.2,Female,1
TREX,1.35,27.28,11.83,7340.72,Male,1
Triceratops,1.98,16.32,7.89,8006.09,Male,3
TREX,1.52,21.32,10.62,6614.0,Female,1
TREX,1.64,18.82,10.69,6671.78,Male,1
TREX,1.61,20.67,10.18,6874.94,Male,1
Triceratops,2.01,19.5,9.23,7295.38,Female,3
Triceratops,2.11,15.03,8.07,7491.22,Male,3
Triceratops,2.04,19.52,7.01,6672.56,Female,3
TREX,1.3,18.99,11.51,7050.0,Female,1
Spinosaurus,1.4,11.52,12.38,9517.28,Male,2
TREX,1.38,20.77,9.66,7210.95,Male,1
Spinosaurus,1.32,21.86,13.45,10028.85,Male,2
TREX,1.42,17.8,11.2,6320.12,Male,1
Spinosaurus,1.55,14.19,11.62,10027.19,Female,2
Spinosaurus,1.58,15.42,12.65,9332.71,Female,2
Spinosaurus,1.47,16.04,12.11,9809.78,Female,2
TREX,1.39,24.02,11.42,5468.91,Male,1
Triceratops,1.97,19.68,8.24,7191.08,Male,3
TREX,1.62,20.37,12.03,8103.81,Male,1
TREX,1.42,18.07,12.9,6520.49,Female,1
Spinosaurus,1.5,11.49,13.71,10818.46,Male,2
Spinosaurus,1.45,16.49,13.51,9988.53,Female,2
TREX,1.55,20.93,10.33,6326.19,Male,1
Spinosaurus,1.43,9.09,13.1,8343.23,Female,2
Triceratops,1.93,23.01,9.17,8180.34,Female,3
TREX,1.48,18.95,12.75,6675.43,Female,1
Triceratops,2.09,21.42,6.62,7885.96,Female,3
Spinosaurus,1.59,17.06,13.03,9273.94,Male,2
Triceratops,2.21,16.29,8.76,8105.52,Male,3
TREX,1.37,18.51,10.62,7045.59,Male,1
TREX,1.34,20.94,9.47,7764.79,Male,1
Triceratops,1.95,20.02,7.16,7000.73,Female,3
Triceratops,1.96,20.05,7.18,7088.79,Male,3
TREX,1.49,19.94,12.99,6285.76,Female,1
Spinosaurus,1.48,15.02,14.33,10400.78,Female,2
Triceratops,2.01,18.14,8.73,7915.48,Male,3
Triceratops,2.15,20.14,7.61,6792.58,Male,3
Spinosaurus,1.59,18.01,11.6,8113.96,Female,2
Triceratops,1.94,18.24,7.97,8048.55,Female,3
Triceratops,1.86,14.92,7.59,8282.74,Male,3
Triceratops,2.18,14.58,6.22,8173.2,Male,3
Triceratops,2.01,19.46,6.23,7237.74,Female,3
Triceratops,1.87,14.74,6.15,6524.95,Female,3
TREX,1.64,25.96,10.5,6242.57,Male,1
Spinosaurus,1.55,15.83,12.99,9199.38,Female,2
Spinosaurus,1.59,19.3,12.61,6823.22,Female,2
TREX,1.45,20.9,10.82,5322.04,Male,1
TREX,1.53,14.64,11.76,6376.12,Female,1
TREX,1.56,16.99,11.55,6734.32,Female,1
TREX,1.46,16.63,10.67,7178.5,Female,1
TREX,1.52,23.18,11.76,5875.78,Male,1
Spinosaurus,1.44,16.45,11.6,8391.85,Male,2
TREX,1.49,22.52,10.29,6718.98,Female,1
TREX,1.76,18.34,11.88,7679.78,Female,1
TREX,1.51,15.11,10.19,6329.8,Male,1
TREX,1.44,19.41,10.09,6874.32,Male,1
Spinosaurus,1.47,13.14,11.04,9146.0,Male,2
Spinosaurus,1.42,13.96,13.02,10114.08,Female,2
TREX,1.42,21.24,10.9,7096.59,Male,1
Triceratops,2.11,10.95,9.96,6258.73,Female,3
TREX,1.49,11.48,12.26,5774.16,Female,1
Triceratops,1.92,21.5,6.55,7988.24,Male,3
Spinosaurus,1.52,15.28,13.93,10160.25,Female,2
Spinosaurus,1.37,12.97,13.25,9474.6,Male,2
Spinosaurus,1.44,16.55,13.77,8088.57,Female,2
Spinosaurus,1.35,17.17,13.86,8324.96,Male,2
Triceratops,2.04,17.04,8.16,7051.33,Male,3
TREX,1.45,23.57,12.39,6814.44,Male,1
Triceratops,2.0,14.47,8.51,7872.57,Female,3
Spinosaurus,1.43,16.59,12.87,8393.34,Male,2
Triceratops,1.98,20.95,9.95,7629.97,Male,3
Triceratops,2.02,23.23,9.57,7185.22,Female,3
TREX,1.4,27.46,11.42,5815.21,Male,1
TREX,1.38,18.56,11.02,6480.17,Female,1
TREX,1.59,21.02,11.3,7617.69,Female,1
TREX,1.43,19.18,12.19,6410.81,Female,1
Spinosaurus,1.55,14.99,13.2,8587.28,Male,2
Spinosaurus,1.57,13.03,11.2,11097.13,Female,2
TREX,1.62,18.23,11.95,6297.14,Female,1
Spinosaurus,1.57,17.05,12.49,10208.44,Female,2
Triceratops,2.02,15.89,8.02,7846.91,Female,3
Triceratops,2.08,17.68,7.95,8945.15,Male,3
Triceratops,2.03,20.36,6.14,7582.6,Male,3
Spinosaurus,1.5,13.37,13.44,9934.72,Female,2
Triceratops,1.95,14.86,8.93,6899.06,Male,3
TREX,1.49,20.53,12.37,7292.03,Male,1
TREX,1.39,13.49,12.19,7395.52,Male,1
TREX,1.43,16.55,9.44,6805.35,Female,1
Triceratops,2.0,21.57,7.66,7329.89,Male,3
Spinosaurus,1.56,12.34,13.36,8719.13,Male,2
Triceratops,1.81,20.24,9.15,7835.26,Male,3
Spinosaurus,1.28,15.33,12.79,9999.38,Male,2
Triceratops,2.07,18.71,7.54,7797.79,Female,3
Triceratops,2.02,21.35,8.14,6750.66,Female,3
TREX,1.4,19.11,9.75,5722.18,Male,1
Triceratops,2.1,14.89,9.9,7159.31,Female,3
Spinosaurus,1.49,16.13,10.77,8481.37,Male,2
Spinosaurus,1.49,13.42,12.68,9488.52,Male,2
TREX,1.42,20.79,9.91,7813.83,Female,1
Spinosaurus,1.6,11.86,13.05,10087.61,Male,2
Spinosaurus,1.58,11.82,14.31,6983.71,Female,2
Triceratops,1.86,14.28,7.37,6777.81,Male,3
Spinosaurus,1.6,11.26,12.78,8674.9,Male,2
TREX,1.46,19.61,11.11,6904.88,Male,1
Triceratops,2.05,21.98,9.09,7099.77,Female,3
TREX,1.5,22.44,10.74,6705.99,Female,1
TREX,1.51,12.84,11.52,5894.1,Male,1
TREX,1.55,21.55,10.05,6623.12,Male,1
TREX,1.53,22.71,11.33,5858.67,Male,1
TREX,1.42,21.48,11.41,7071.43,Male,1
Triceratops,2.1,16.7,9.14,7509.06,Female,3
TREX,1.48,21.79,12.57,6679.78,Male,1
TREX,1.55,24.56,9.89,5627.15,Male,1
Triceratops,1.99,17.59,6.86,6936.82,Female,3
TREX,1.49,23.21,11.75,7618.38,Female,1
Spinosaurus,1.47,17.97,13.43,10113.0,Male,2
Triceratops,2.07,18.6,7.68,7795.74,Male,3
TREX,1.61,22.64,13.2,6121.31,Male,1
Triceratops,2.13,17.75,7.7,7780.34,Male,3
Triceratops,2.11,14.32,8.2,9311.07,Male,3
Spinosaurus,1.7,15.78,12.47,7629.74,Male,2
Spinosaurus,1.53,13.1,12.11,9256.36,Male,2
TREX,1.48,24.13,11.11,6642.55,Male,1
Triceratops,2.13,14.08,7.6,7673.11,Female,3
Triceratops,2.04,21.3,9.16,7328.22,Male,3
Triceratops,1.97,12.17,8.26,6115.36,Female,3
Triceratops,1.98,15.23,9.34,8847.59,Male,3
Spinosaurus,1.39,13.26,11.77,9315.5,Female,2
Triceratops,1.85,19.43,7.3,7451.61,Female,3
Spinosaurus,1.42,18.11,12.85,8597.24,Female,2
TREX,1.64,16.96,12.97,6585.36,Female,1
Triceratops,2.03,14.87,8.32,7582.13,Male,3
TREX,1.46,19.34,12.23,6339.98,Female,1
Triceratops,1.95,17.75,7.54,7522.45,Female,3
TREX,1.51,19.98,10.49,6301.93,Female,1
Triceratops,1.86,18.67,10.11,6599.37,Male,3
TREX,1.42,23.76,11.48,6759.18,Female,1
Triceratops,1.92,15.81,6.94,7332.96,Female,3
TREX,1.58,20.83,12.93,6579.58,Male,1
Triceratops,2.05,15.14,8.31,7254.91,Male,3
TREX,1.69,18.51,9.92,5529.18,Male,1
TREX,1.48,18.38,11.03,6371.35,Female,1
TREX,1.49,21.75,10.67,6335.8,Male,1
Spinosaurus,1.34,15.0,14.28,9344.0,Male,2
Spinosaurus,1.71,12.69,12.68,10109.1,Female,2
TREX,1.44,13.64,10.38,6432.87,Male,1
TREX,1.38,23.55,12.39,6961.48,Female,1
Spinosaurus,1.43,13.81,10.84,9520.87,Female,2
Spinosaurus,1.51,15.2,12.61,9171.24,Male,2
TREX,1.48,19.42,11.93,5720.4,Female,1
Spinosaurus,1.4,15.16,11.87,7032.91,Female,2
Spinosaurus,1.49,12.05,13.07,9296.3,Female,2
TREX,1.27,22.35,10.35,6788.51,Female,1
Spinosaurus,1.51,15.7,13.14,7601.92,Male,2
Triceratops,1.92,16.16,6.67,8503.3,Female,3
Triceratops,2.13,18.09,7.23,7961.84,Male,3
TREX,1.56,21.23,11.69,8505.34,Male,1
TREX,1.47,18.09,11.25,6939.75,Female,1
Triceratops,2.07,13.79,7.88,8264.57,Male,3
Spinosaurus,1.4,16.01,12.24,9142.62,Female,2
TREX,1.48,16.0,10.52,6170.17,Female,1
Spinosaurus,1.47,12.93,14.12,9658.82,Female,2
TREX,1.44,19.63,11.13,6754.44,Female,1
TREX,1.44,23.65,10.33,6971.26,Male,1
Triceratops,2.0,18.05,7.99,6703.29,Male,3
TREX,1.55,19.27,9.43,7454.39,Female,1
TREX,1.65,23.21,11.05,6307.55,Male,1
Triceratops,2.17,18.15,7.18,7814.85,Female,3
Spinosaurus,1.23,10.83,11.11,9845.28,Male,2
Triceratops,2.02,15.15,7.99,6654.22,Female,3
Spinosaurus,1.47,12.76,14.13,7482.05,Female,2
Spinosaurus,1.53,10.91,11.68,9271.21,Male,2
Triceratops,1.78,17.24,7.94,8505.6,Female,3
TREX,1.4,11.49,10.63,5779.72,Male,1
Triceratops,1.99,11.29,9.24,7510.91,Male,3
Triceratops,1.97,22.33,6.62,6830.81,Female,3
Spinosaurus,1.48,9.9,13.91,10363.55,Male,2
TREX,1.43,23.38,9.52,5901.91,Female,1
TREX,1.34,23.69,12.95,7181.85,Male,1
Spinosaurus,1.43,14.53,13.11,9415.66,Female,2
Spinosaurus,1.57,15.04,13.24,9201.07,Male,2
Triceratops,1.91,20.31,6.16,5738.1,Female,3
TREX,1.47,17.1,11.32,6441.43,Female,1
Triceratops,1.96,14.64,7.29,6678.41,Female,3
Triceratops,2.01,16.01,7.32,8310.78,Female,3
Triceratops,1.85,17.61,7.37,7472.48,Female,3
TREX,1.5,23.65,10.46,5899.56,Male,1
TREX,1.45,20.2,10.02,6689.55,Female,1
Spinosaurus,1.54,14.97,13.08,8378.87,Female,2
Triceratops,1.8,18.2,8.65,7874.58,Female,3
TREX,1.51,19.14,10.37,7055.68,Male,1
TREX,1.53,16.73,11.91,7261.72,Female,1
TREX,1.42,13.29,10.41,5675.95,Male,1
TREX,1.55,18.75,10.63,5560.89,Female,1
TREX,1.44,22.8,11.08,6388.93,Male,1
Spinosaurus,1.63,18.17,12.85,8354.09,Female,2
TREX,1.41,22.37,10.56,6246.76,Female,1
Triceratops,1.95,20.05,9.08,6663.32,Female,3
TREX,1.49,19.15,12.77,5247.55,Male,1
TREX,1.57,22.06,11.0,6656.89,Male,1
Triceratops,1.96,16.47,8.07,7472.45,Female,3
TREX,1.62,20.29,10.43,6117.62,Female,1
Spinosaurus,1.39,10.22,13.07,9826.58,Female,2
TREX,1.47,22.61,13.94,5886.84,Male,1
TREX,1.62,19.16,8.75,6832.93,Female,1
Triceratops,1.84,15.51,6.92,8494.7,Male,3
Spinosaurus,1.49,12.11,13.59,8982.63,Male,2
Spinosaurus,1.56,15.31,12.45,8095.41,Male,2
TREX,1.21,17.84,11.23,6066.51,Male,1
TREX,1.44,17.01,10.4,8035.87,Female,1
Triceratops,2.08,17.82,7.73,8273.56,Female,3
Triceratops,2.13,16.26,7.16,6161.13,Female,3
TREX,1.68,21.16,11.82,7110.87,Male,1
TREX,1.53,17.88,11.34,5889.09,Female,1
Spinosaurus,1.62,15.61,11.78,9548.88,Female,2
Triceratops,1.98,17.75,6.66,8273.19,Female,3
Triceratops,1.9,22.27,8.96,7560.52,Female,3
TREX,1.41,11.03,12.77,7163.9,Female,1
Triceratops,2.05,13.24,8.34,6889.36,Male,3
Triceratops,2.05,15.75,8.27,8107.18,Female,3
Spinosaurus,1.6,8.83,13.58,9251.59,Male,2
Spinosaurus,1.48,11.19,13.32,8493.3,Male,2
Triceratops,2.03,21.29,8.1,7511.57,Female,3
Triceratops,1.96,14.72,8.37,8318.31,Male,3
TREX,1.5,17.72,9.26,7418.01,Male,1
Spinosaurus,1.51,18.37,12.18,10958.13,Female,2
Triceratops,2.08,20.21,7.48,6538.87,Female,3
TREX,1.6,17.91,10.69,7904.83,Male,1
TREX,1.58,23.93,9.59,6373.08,Female,1
TREX,1.5,22.46,14.53,7660.0,Female,1
Spinosaurus,1.5,18.88,12.92,6782.72,Female,2
Triceratops,2.13,20.97,6.1,7397.56,Female,3
Spinosaurus,1.44,12.38,14.48,10275.77,Male,2
TREX,1.52,20.26,10.25,7296.79,Male,1
TREX,1.53,22.06,10.29,6363.49,Male,1
TREX,1.4,21.92,12.39,5283.8,Male,1
Spinosaurus,1.52,16.98,13.28,7903.37,Female,2
TREX,1.39,16.38,10.72,7217.68,Female,1
Triceratops,2.19,18.08,8.57,6970.6,Female,3
Triceratops,2.0,17.37,6.75,7214.81,Female,3
TREX,1.76,16.88,10.12,7248.38,Female,1
Spinosaurus,1.52,14.76,13.24,7542.83,Female,2
Triceratops,1.91,23.81,9.02,7712.73,Female,3
Spinosaurus,1.53,11.97,12.37,8864.96,Female,2
Triceratops,2.14,14.52,7.3,7093.2,Female,3
Triceratops,2.03,23.68,9.27,8734.21,Female,3
TREX,1.52,15.37,10.08,6065.57,Female,1
Triceratops,1.99,19.85,6.7,6940.51,Female,3
Spinosaurus,1.52,16.3,13.17,10016.64,Female,2
TREX,1.41,20.43,12.54,6235.32,Male,1
Triceratops,2.08,20.95,8.21,6609.39,Female,3
Triceratops,2.02,24.09,8.12,7657.73,Female,3
Triceratops,1.82,19.56,6.37,7794.86,Male,3
Triceratops,2.13,18.74,8.67,8578.02,Male,3
Triceratops,1.94,18.13,7.47,7664.89,Male,3
Spinosaurus,1.59,13.42,12.36,10038.65,Male,2
Triceratops,1.83,18.87,7.86,7934.04,Female,3
Triceratops,2.03,19.45,8.86,7406.16,Male,3
Triceratops,1.91,15.95,7.89,6824.16,Female,3
TREX,1.6,21.28,10.78,7465.78,Female,1
TREX,1.5,20.06,10.77,6451.28,Male,1
TREX,1.56,21.05,12.29,6459.52,Male,1
Spinosaurus,1.47,16.88,12.25,9133.17,Male,2
Triceratops,2.22,19.08,6.79,6518.6,Male,3
Triceratops,1.93,9.1,8.98,8475.45,Female,3
TREX,1.55,18.95,9.97,6091.26,Male,1
Triceratops,1.99,14.59,8.35,8021.82,Male,3
TREX,1.37,21.3,11.61,5647.42,Female,1
TREX,1.64,20.76,11.66,7020.51,Female,1
Triceratops,2.03,22.13,7.65,8688.61,Male,3
Spinosaurus,1.61,10.24,12.76,7888.83,Female,2
Triceratops,2.0,21.4,8.28,7420.32,Female,3
TREX,1.56,23.83,10.98,8026.05,Female,1
Triceratops,2.12,13.17,7.54,7166.53,Female,3
Triceratops,1.95,19.35,7.05,7731.6,Male,3
TREX,1.31,21.95,10.52,6764.82,Female,1
Triceratops,2.07,15.52,9.57,7308.31,Male,3
Spinosaurus,1.54,12.47,13.56,8171.86,Female,2
Triceratops,2.17,13.91,7.87,6835.64,Female,3
Spinosaurus,1.47,15.91,13.17,9735.57,Female,2
Triceratops,2.16,17.09,6.8,7410.28,Female,3
TREX,1.32,21.48,9.96,6071.99,Female,1
Spinosaurus,1.33,14.1,12.91,7655.11,Male,2
Spinosaurus,1.49,13.69,14.08,8147.23,Male,2
Triceratops,1.86,24.51,9.51,8086.52,Female,3
Triceratops,1.83,19.82,7.25,6850.66,Male,3
Spinosaurus,1.53,16.67,11.66,8199.61,Female,2
Triceratops,1.88,15.83,7.64,7632.37,Male,3
Triceratops,2.06,14.76,9.49,7903.05,Female,3
Triceratops,2.1,18.56,9.11,7928.11,Male,3
TREX,1.56,27.65,11.13,6490.61,Male,1
TREX,1.54,20.83,9.96,5362.36,Female,1
TREX,1.56,22.51,11.1,6115.55,Female,1
Triceratops,1.89,17.66,8.82,7747.05,Male,3
TREX,1.52,19.32,11.03,6785.14,Female,1
TREX,1.36,19.31,12.18,8293.14,Male,1
Spinosaurus,1.45,15.75,13.78,9731.67,Female,2
TREX,1.54,18.06,9.82,6468.87,Female,1
Triceratops,2.01,18.73,7.43,7147.52,Female,3
Triceratops,2.03,19.72,6.98,8026.34,Male,3
Triceratops,1.94,18.09,5.81,6586.18,Female,3
TREX,1.6,18.11,11.49,7286.0,Male,1
TREX,1.52,13.38,11.05,6153.76,Male,1
Spinosaurus,1.51,16.06,15.18,10105.59,Female,2
TREX,1.47,16.61,11.01,5165.37,Male,1
TREX,1.65,20.35,11.2,5969.36,Male,1
Spinosaurus,1.52,15.9,11.93,8891.41,Female,2
TREX,1.5,17.1,13.49,6253.52,Female,1
Triceratops,2.08,17.14,7.54,7636.49,Male,3
TREX,1.32,18.36,9.59,6170.1,Female,1
TREX,1.36,20.89,9.77,5860.72,Female,1
Spinosaurus,1.36,16.14,12.78,9910.46,Female,2
TREX,1.52,19.44,12.17,5578.87,Female,1
TREX,1.41,23.25,12.03,7322.16,Female,1
Spinosaurus,1.48,11.59,14.99,8129.23,Female,2
TREX,1.49,20.92,10.17,7596.77,Male,1
Triceratops,1.98,18.94,8.19,7744.81,Male,3
Triceratops,2.02,13.07,7.36,6644.26,Female,3
Triceratops,1.99,14.7,8.26,7539.78,Female,3
Spinosaurus,1.64,17.56,13.6,8120.39,Male,2
Triceratops,1.96,13.43,7.51,6666.09,Female,3
TREX,1.59,21.42,11.73,5728.39,Male,1
Triceratops,1.79,14.47,7.35,7972.27,Female,3
Spinosaurus,1.36,14.14,12.04,7577.37,Female,2
Spinosaurus,1.34,11.48,13.33,7824.27,Female,2
TREX,1.36,23.98,10.92,7113.87,Female,1
TREX,1.55,12.82,11.57,6800.47,Female,1
Spinosaurus,1.27,16.53,13.92,9905.12,Female,2
Triceratops,2.1,10.74,7.06,7774.02,Male,3
TREX,1.61,22.23,12.61,7174.1,Male,1
TREX,1.77,19.21,11.02,5986.93,Male,1
Triceratops,2.0,22.11,8.22,6588.69,Male,3
TREX,1.34,17.67,11.96,6978.01,Female,1
TREX,1.47,18.63,11.98,6899.85,Male,1
TREX,1.5,19.88,12.15,5847.43,Male,1
Spinosaurus,1.55,15.07,14.0,9455.84,Female,2
Spinosaurus,1.57,13.3,10.86,10211.27,Female,2
TREX,1.55,17.59,9.05,7384.48,Male,1
Triceratops,1.97,23.11,10.16,6450.2,Male,3
TREX,1.53,17.46,10.82,7051.07,Male,1
Spinosaurus,1.54,12.5,14.0,10291.05,Male,2
Triceratops,1.92,21.48,6.94,7485.31,Female,3
TREX,1.51,23.71,9.18,6007.45,Male,1
Spinosaurus,1.58,12.08,12.52,9160.69,Male,2
TREX,1.35,23.48,11.06,6009.69,Female,1
TREX,1.41,22.47,11.31,7005.24,Female,1
Triceratops,1.95,18.62,7.86,7828.65,Female,3
Triceratops,1.94,17.91,8.78,7950.55,Male,3
TREX,1.66,19.58,12.72,6366.56,Female,1
TREX,1.44,19.3,11.29,6191.39,Male,1
Spinosaurus,1.67,13.29,13.44,8258.43,Female,2
TREX,1.61,20.42,10.65,5722.62,Female,1
TREX,1.5,20.58,11.25,5913.34,Male,1
Triceratops,2.11,18.25,7.57,7110.05,Female,3
TREX,1.51,18.18,8.62,5065.61,Female,1
Spinosaurus,1.57,13.08,10.7,9417.68,Male,2
Spinosaurus,1.53,13.28,13.2,9296.18,Male,2
TREX,1.52,17.11,11.38,5950.21,Female,1
Triceratops,1.96,17.53,6.83,8047.3,Female,3
Spinosaurus,1.53,17.43,12.2,9255.56,Male,2
TREX,1.61,22.0,11.11,5048.92,Female,1
TREX,1.58,17.22,10.08,6284.86,Male,1
Triceratops,2.03,19.02,8.83,6945.34,Female,3
Triceratops,2.04,25.27,8.1,7239.94,Male,3
TREX,1.57,16.56,10.78,5941.02,Male,1
TREX,1.45,14.54,10.67,6316.64,Male,1
TREX,1.68,20.03,12.78,6613.68,Male,1
Triceratops,1.95,18.01,8.39,6502.49,Male,3
TREX,1.47,17.33,11.11,6477.75,Female,1
Triceratops,1.87,12.93,7.62,7387.08,Female,3
Triceratops,1.97,15.14,7.29,7240.58,Female,3
Triceratops,2.04,18.64,7.77,7083.16,Male,3
TREX,1.49,19.76,11.15,6450.25,Male,1
Spinosaurus,1.52,17.59,14.28,9032.12,Female,2
TREX,1.58,21.66,11.19,7395.33,Male,1
Triceratops,1.95,19.53,6.04,7838.3,Male,3
TREX,1.47,19.11,10.99,6033.08,Male,1
Triceratops,2.0,19.32,8.97,8136.62,Male,3
TREX,1.5,17.34,10.7,7167.18,Male,1
Spinosaurus,1.54,13.5,13.03,11034.75,Male,2
Spinosaurus,1.54,12.84,12.87,9536.29,Female,2
Triceratops,1.89,17.86,9.07,7633.55,Female,3
Spinosaurus,1.51,17.23,13.39,11483.77,Male,2
TREX,1.48,22.55,10.42,7603.54,Female,1
Triceratops,1.98,19.06,7.39,7489.12,Female,3
Triceratops,2.18,22.06,5.65,8905.59,Female,3
Spinosaurus,1.39,14.05,12.39,8483.23,Male,2
Spinosaurus,1.55,13.36,12.37,10447.0,Male,2
Triceratops,1.84,21.24,8.26,7865.74,Male,3
TREX,1.6,24.99,10.57,5879.27,Female,1
Triceratops,1.75,17.58,9.03,7029.58,Male,3
Triceratops,2.14,15.12,7.62,8188.73,Female,3
TREX,1.46,17.43,9.55,6926.51,Male,1
